MATNR,Style,Cat2,Style_id,Cat2_id
19050491,Contemporary,???????????????,5,209
19051475,Modern,???? 3 ???????,12,203
59001168,Modern Italian,None,16,538
19039895,Modern,????????????????????,12,70
59001197,Modern Italian,None,16,538
59000512,Contemporary,None,5,538
19051011,Vintage,???? 2 ???????,25,202
19051219,Modern,???????????????,12,209
19050447,Vintage,?????????????,25,198
19047578,Modern,?????,12,189
19047579,Modern,?????,12,189
19047581,Modern,?????,12,189
19045953,Modern Italian,?????,16,189
19022748,Modern,????????,12,35
19020691,Modern Italian,?????,16,189
19022745,Modern,????????,12,35
19000346,Contemporary,????????????????????,5,220
19000796,Modern,????????????,12,61
19000798,Modern,???????,12,72
19022746,Modern,????????,12,35
19023002,Modern,?????????????????????,12,254
19050477,Luxury,???? 4 ???????,9,204
19050488,Modern,???????????????????????????,12,210
19051220,Modern,??????????????,12,207
19051474,Modern,??????????????????????????/???,12,212
19045105,Vintage,??????????????????????????/???,25,212
19031397,Modern,????????????????????,12,228
59000549,Contemporary,None,5,538
19000799,Modern,???????,12,72
19047571,Modern Italian,?????????,16,257
19046083,Modern Italian,???????????/????????????,16,60
19046086,Modern Italian,?????????????????????,16,254
19046492,Modern,???? ????,12,122
19031317,Modern,??????????????????????,12,216
59000532,Modern,None,12,538
59001199,Modern Italian,None,16,538
59001200,Modern Italian,None,16,538
19050474,Luxury Glamorous,??????????????????/???????,10,177
19042754,Modern,???? 3 ???????,12,203
19042767,Modern Italian,?????,16,189
19045164,Modern,??????????????,12,207
19045174,Modern,???????,12,213
19005144,Modern,?????????????????????????,12,242
19045932,Modern Classic,???? 1 ???????,14,201
19050464,Vintage,?????????,25,186
19050465,Vintage,????????????,25,78
19050467,Modern,??????????????,12,207
19050374,Modern Italian,?????????????????????,16,254
19031309,Contemporary,???????????????????????,5,144
19042821,Scandinavian,???????????????????????,23,145
19012146,Modern,??????????,12,62
59001187,Modern Italian,None,16,538
59001207,Modern Italian,None,16,538
19098012,Luxury,?????,9,189
19022759,Modern,???????????,12,96
59001237,Modern Italian,None,16,538
19012901,Modern,????????????????????,12,70
19050099,Modern,????? + ??????????????,12,100
19047587,Vintage,?????????????????,25,179
19016134,Contemporary,?????,5,189
19017659,Modern,??????,12,64
19042837,Modern,???? 3 ???????,12,203
19047304,Vintage,??????????????,25,97
19047321,Vintage,???????,25,5
19047323,Vintage,????????????? ?,25,28
19047328,Vintage,???????,25,117
19047333,Vintage,?????????,25,127
19012679,Contemporary,??????,5,64
19042796,Modern Italian,?????,16,189
19012192,Contemporary,???????????????????????,5,245
19046700,Contemporary,????????????????????,5,70
19022752,Modern,????????,12,35
19046608,Modern,????????????????????,12,175
19023267,Modern,??????????????,12,81
59000493,Modern,?????????,12,235
19042799,Modern Italian,?????,16,189
19049743,Vintage,???????,25,5
19049753,Vintage,?????????????,25,198
19049759,Vintage,????????????? ?,25,28
19049761,Vintage,????????????????,25,17
19049764,Vintage,????????????? ?,25,28
19049765,Vintage,????????????,25,78
19023202,Modern,?????????????????????????,12,242
19046695,Industrial,???????????????????????,7,145
19046550,Contemporary,??????????????,5,207
19046593,Luxury Glamorous,???? 3 ???????,10,203
19041481,Modern,??????????????????????,12,216
19041523,Contemporary,??????????????????,5,68
19050039,Contemporary,????? + ??????????????,5,100
19050041,Contemporary,????? + ??????????????,5,100
19012447,Modern,??????????????????????,12,216
59000533,Modern,None,12,538
59000542,Modern,None,12,538
19039955,Contemporary,???????????????????????,5,243
19039976,Modern,??????????????,12,178
19056072,Vintage,??????,25,32
19050215,Ecolism,???????????????,6,209
19050231,Vintage,??????????????,25,97
19050233,Vintage,???????,25,5
19023329,Modern,?????????????????????,12,254
19046664,Modern Classic,??????????????????????,14,253
19059066,None,???????+???????,306,75
19041447,Modern Italian,??????????????????,16,68
19023343,Modern,??????????????????,12,68
19027103,Contemporary,?????????,5,257
19050044,Contemporary,????? + ??????????????,5,100
19050045,Contemporary,????? + ??????????????,5,100
19011555,Modern,??????????????????????,12,216
19031079,Modern,???????????????????????,12,245
19030580,Contemporary,????????????????????,5,220
19030581,Contemporary,????????????????????,5,231
19041867,Modern,??????????,12,62
19041894,Scandinavian,????????????,23,143
19046699,Contemporary,??????????????????,5,68
19057760,Luxury,?????????????????,9,229
19050184,Modern,??????????????,12,207
19050186,Modern,???????????????,12,209
19047359,Vintage,????????????? ?,25,28
19047365,Vintage,????????????,25,78
19047377,Vintage,???????,25,117
19046536,Modern Classic,??????????????????,14,68
59000347,Modern,None,12,538
19031191,Modern,?????,12,189
59000383,Modern,??????????,12,51
19050238,Vintage,???????,25,5
19009903,Modern,??????????????????????,12,216
19010026,Modern,?????????????????????,12,254
19047189,Modern Italian,?????,16,189
19046532,Modern Chic,?????,13,189
19027106,Contemporary,????????????????,5,248
19027115,Contemporary,????????????????????,5,175
19047576,Modern,?????,12,189
19012082,Modern,?????,12,189
19050187,Modern,???????????????,12,223
19025611,Modern,?????,12,189
19027037,Contemporary,????????????,5,9
19015350,Contemporary,????????????????????,5,69
19049752,Vintage,??????????????????????????????,25,148
19049757,Vintage,???????,25,59
19049763,Vintage,???????,25,5
19047642,Contemporary,???? 3 ???????,5,203
19059794,Modern,??????????????????????????/???,12,212
19050277,Colour Passion,???????????????,4,67
19058532,Colour Passion,???????,4,213
19039894,Contemporary,?????????????????????,5,254
19045954,Modern Italian,?????,16,189
19050100,Modern,????? + ??????????????,12,100
19047656,Modern Chic,???????????????????,13,173
19047672,Modern,???? 3 ???????,12,203
19047929,Vintage,?????,25,189
19011559,Modern,?????????????????????????,12,242
19050242,Vintage,???????,25,5
19049741,Vintage,???????,25,117
59000123,Colour Passion,None,4,538
19031518,Modern Italian,???????????????,16,67
19047345,Vintage,??????????????,25,97
19042359,Contemporary,???????????????,5,66
19049735,Vintage,???????,25,117
59000563,Contemporary,None,5,538
59000574,Modern,None,12,538
19041192,Modern Italian,?????,16,189
19030377,Contemporary,??????,5,64
59000582,None,?????????????????????????,306,242
19031185,Modern,?????,12,189
19030499,Modern,????????????????????,12,220
19031197,Modern,?????????????????????,12,254
19031456,Modern,?????????,12,257
19048012,Modern,?????????????????????,12,254
25014726,Modern,????????????,12,78
19045216,Contemporary,?????????????????????,5,254
25015375,Modern,???????,12,141
59000731,Modern,???? 3 ???????,12,203
19050246,Vintage,???????,25,5
59000719,Modern,???????????????????????,12,245
19047293,Vintage,???????,25,119
19047358,Vintage,?????????,25,200
19043149,Contemporary,??????????????????????,5,253
19015869,Modern,??????????????????,12,68
19023903,Modern,?????,12,189
59000488,Modern,?????????,12,235
19047952,Modern,????? + ??????????????,12,100
19047971,Contemporary,???????????????????????,5,245
19047979,Modern,???????,12,74
19030497,Modern,???????????????????????,12,245
19052007,Modern Classic,?????????,14,257
19044859,Modern,?????????????????,12,179
59000099,Colour Passion,None,4,538
19047497,Contemporary,??????????????,5,207
19047505,Modern,???? 3 ???????,12,203
19045724,Modern,?????????,12,257
19047996,Contemporary,????????,5,35
19049547,Vintage,???? 3 ???????,25,203
19051561,Modern,????????,12,36
19044416,Modern Italian,?????????,16,235
19044463,Modern Italian,????????????,16,61
19047251,Vintage,????????????????,25,17
19045563,Modern,???????,12,213
19045723,Modern,???????,12,72
19049747,Vintage,????????????,25,9
19049748,Vintage,???????,25,117
59001254,Modern Italian,None,16,538
19052009,Modern Classic,???????????????,14,67
59000716,Contemporary,????????????????,5,248
19044430,Modern,?????????,12,257
19051566,Modern Italian,?????????,16,20
19037281,Modern Italian,????????????????????,16,69
19044422,Modern,????????,12,35
59001274,Modern Italian,None,16,538
59000479,Modern,?????????,12,235
59000483,Modern,?????????,12,235
19041152,Modern,?????????????????????????,12,242
19049797,Vintage,????????,25,35
19055846,Luxury,?????,9,189
59011898,Modern,??????????,12,51
19048006,Modern,?????,12,189
19047369,Vintage,???????,25,117
19036604,Modern,???????,12,74
19043150,Contemporary,??????????????????????,5,253
19044446,Modern Italian,?????,16,189
19047250,Vintage,????????????,25,78
19041262,Modern,?????????????,12,197
25010308,Vintage,???????,25,59
25010309,Vintage,???????,25,59
19060202,Modern,??????????????????,12,68
19050251,Vintage,???????,25,5
19048037,Modern,?????????????? 1 ???????,12,157
19045826,Modern,?????????,12,257
59000105,Colour Passion,None,4,538
25010311,Vintage,???????,25,59
19051016,Vintage,???? 3 ???????,25,203
25010018,Modern,?????????????,12,187
19051572,Modern,????????????,12,16
19051768,Modern Classic,????????????????????,14,70
59000583,Modern,?????????????????????????,12,242
19049750,Vintage,?????????????,25,187
19049751,Vintage,???????,25,117
19109564,Luxury,????????????,9,61
19062914,Vintage,??????,25,64
25010019,Modern,?????????????,12,187
25010023,Modern,?????????????,12,187
19047242,Vintage,????????????????,25,6
19047246,Vintage,?????????????,25,187
19027032,Contemporary,???????????????,5,215
19027043,Contemporary,????????????????????,5,175
19047930,Vintage,?????,25,189
19045232,Modern,????????????????????,12,70
19044438,Modern Italian,?????????,16,257
19049550,Vintage,???? 3 ???????,25,203
59000594,None,None,306,538
25009928,Vintage,???????,25,5
19041264,Modern,?????????,12,200
19041265,Modern,?????????,12,200
19051750,Modern,??????????????????,12,68
19051765,Modern Classic,???????????????,14,66
19050258,Modern,???? 2 ???????,12,202
59000177,Modern Italian,???????????????????,16,49
19041370,Modern,???????????????,12,126
19062918,Modern Classic,???????????????,14,233
59000107,Colour Passion,None,4,538
19051766,Modern Classic,???????????????,14,67
19023944,Modern,?????,12,189
19047361,Vintage,????????????? ?,25,28
19047363,Vintage,?????????,25,186
19047367,Vintage,???????,25,117
19049539,Vintage,???? 3 ???????,25,203
19045215,Contemporary,????????????????????,5,70
25015934,Modern,???????,12,141
19041143,Modern,????????????????????,12,175
19035216,Modern Classic,????????????,14,9
19052004,Luxury,????????????,9,61
19051560,Modern,????????,12,36
19030440,Contemporary,???????????????,5,66
19052010,Modern Classic,????????????,14,61
19045217,Contemporary,?????????????????????,5,254
19050071,Modern,????? + ??????????????,12,100
19023943,Modern,????????????????????,12,70
19051628,Modern,???????????????,12,234
19015493,Modern,?????,12,189
19059614,Luxury,????????????,9,9
59001248,Contemporary,None,5,538
19050061,Modern,????? + ??????????????,12,100
19050253,Vintage,???????,25,5
19036496,Contemporary,????????????????????,5,175
19036592,Modern,?????????,12,257
19030428,Contemporary,??????,5,64
19030434,Contemporary,???????????????,5,66
19015783,Modern,?????,12,189
19023901,Modern,?????,12,189
19049543,Colour Passion,???? 3 ???????,4,203
19050259,Modern Italian,?????,16,189
25014708,Modern,?????????????????,12,181
19036595,Modern,?????????,12,235
19050060,Modern,????? + ??????????????,12,100
19043146,Contemporary,????????????????????,5,70
59000334,Vintage,??????????,25,51
59000178,Modern Italian,???????????????????,16,49
19047990,Modern,???????,12,72
19037021,None,???????????????,306,209
25009509,Modern,?????????????????,12,181
25009511,Modern,?????????????????,12,181
19037270,Modern Italian,?????,16,189
19047222,Vintage,????????????? ?,25,28
19044960,Contemporary,??????????????,5,207
19045014,Contemporary,??????????????????????????/???,5,212
19036619,Modern,???????,12,72
19030380,Contemporary,??????,5,64
59001432,Modern Italian,None,16,538
25055654,Modern,???????,12,117
19029645,Modern,?????????????,12,197
19047991,Modern,???????,12,72
19031460,Modern,????????????????????,12,43
19045015,Contemporary,??????????????????????????/???,5,212
19051595,Modern,???????????????????????,12,144
19031458,Modern,?????????,12,257
19047371,Vintage,????????????? ?,25,28
25014720,Modern,?????????/?????,12,255
25015079,Modern,?????????,12,186
19015865,Modern,????,12,121
19015920,Modern,????????????????????,12,220
19041961,Contemporary,??????????????????,5,68
19051597,Modern,???????????????????????,12,144
19042665,Modern,???????,12,213
59000470,Modern,None,12,538
59000161,Modern Italian,???????????????????,16,49
19023001,Modern,?????,12,189
19043151,Contemporary,??????????????????????,5,253
19047202,Modern,?????????????????????????,12,242
19036610,Modern,??????,12,64
19036613,Modern,??????,12,64
19015804,Modern,???????,12,72
19030419,Contemporary,??????,5,64
19036616,Modern,??????,12,64
19049570,Modern,?????,12,189
59000026,Modern Italian,None,16,538
59000165,Modern Italian,???????????????????,16,49
19041255,Modern,???????????????,12,171
25055649,Modern,???????,12,117
19042250,Modern,???? 3 ???????,12,203
19030425,Contemporary,??????,5,64
19049591,Modern,?????????????????????????,12,242
19049595,Modern,????????????????????/???????,12,250
19049596,Contemporary,???????????????,5,209
59001096,Modern,???? 2 ???????,12,202
19023003,Modern,??????????????????,12,68
19049628,Neo Baroque,????????????,19,143
19031528,Modern Italian,??????,16,64
19031564,Contemporary,??????????????????,5,180
59001239,Contemporary,None,5,538
19050196,Modern Chic,????????????,13,143
19047065,Contemporary,?????????????? 1 ???????,5,157
19044843,Contemporary,??????????????????,5,180
19031471,Modern Italian,?????????,16,235
19037397,Modern Italian,???????????????,16,66
19041227,Vintage,?????????,25,257
19042251,Modern,???? ????,12,122
19047340,Vintage,?????????????,25,116
19047085,Modern Italian,??????????????????,16,68
19009128,Contemporary,??????????????????,5,180
19067809,Modern,???????????????????????,12,245
19036375,Contemporary,???????,5,188
19036670,Modern Italian,?????,16,189
19037020,None,???????????????,306,209
19013110,Contemporary,??????????????????,5,180
19045727,Modern,?????????,12,257
19041521,Contemporary,????????????,5,9
19060080,Ecolism,?????????,6,235
59000359,Modern,None,12,538
19042334,Contemporary,??????????????????,5,180
59000577,Modern,None,12,538
19055551,None,????????????????????,306,231
19058381,None,???????????????,306,233
19045728,Modern,???????????????,12,66
19041225,Vintage,?????,25,189
19056032,None,?????????,306,235
19112169,Modern,??????????????,12,97
19044860,Modern,???????????????????????,12,245
19042351,Contemporary,??????????????????,5,68
19062913,Modern Classic,??????????????????,14,68
19044858,Modern,?????????????????,12,179
19044847,Contemporary,????????????????????,5,220
19024047,Contemporary,???????????????????????,5,245
19043208,Modern Italian,?????????,16,257
19014289,Modern,?????,12,189
19041947,Contemporary,?????,5,189
19042358,Contemporary,?????????,5,257
19015805,Modern,???????,12,72
19037400,Modern Italian,???????????????,16,66
19043178,Contemporary,?????,5,189
19041156,Modern,????????????????????,12,175
19014291,Modern,?????,12,189
19045754,Modern,???????????????,12,209
59001166,Modern Italian,None,16,538
19044395,Modern,???????,12,130
19030413,Contemporary,??????,5,64
19037272,Modern Italian,????????????,16,9
19041157,Modern,????????????????????,12,175
19043012,Modern,?????????????,12,197
19041951,Contemporary,?????,5,189
19030383,Contemporary,??????,5,64
19047239,Vintage,????????????????,25,6
19014293,Modern,?????,12,189
19014761,Modern,????????????????????,12,175
19025234,Modern,????????????????????,12,175
19025378,Modern,???? 2 ???????,12,202
19041953,Contemporary,?????,5,189
19049645,Modern,???? 3 ???????,12,203
19047241,Vintage,??????????????,25,97
19044924,Modern,???????????????,12,209
59000110,Colour Passion,?????????? Infinity,4,47
19051734,Modern Italian,??????,16,32
19054484,Oriental Aspire,??????????????????????????/???,21,212
19037993,Modern Italian,?????,16,189
19049724,Modern Italian,??????????????????????,16,253
19044452,Modern Italian,?????,16,189
19024114,Modern Italian,??????????????????,16,68
19024123,Modern Italian,??????,16,64
19043197,Modern,?????????,12,200
19044849,Contemporary,????????????????????,5,220
19031504,Modern Italian,???????????????,16,67
19041949,Contemporary,?????,5,189
19036628,Modern,????????,12,35
19036633,Modern,???????,12,102
19015810,Modern,????????,12,35
19016132,Contemporary,?????????????????????,5,254
19044459,Modern Italian,????????????,16,9
19044846,Modern,????????????????????,12,220
19023947,Modern,?????,12,189
19023948,Modern,?????,12,189
19023949,Modern,?????,12,189
19035162,Modern,???? 3 ???????,12,203
19056080,Modern,??????????????????/???????,12,177
19063519,Modern,????????????????????,12,175
19046423,Modern,????????????,12,9
19030374,Contemporary,??????,5,64
25055652,Modern,???????,12,117
19031307,Modern,???????????????????????,12,174
19035150,Contemporary,????????????????????,5,220
19042636,Modern,??????????????????????,12,216
19042637,Modern,??????????????????????,12,216
19042632,Modern,??????????????????????,12,216
19047223,Vintage,??????????????,25,97
25009944,Vintage,???????,25,5
25009949,Vintage,???????,25,117
25009541,Modern,?????????????,12,187
25009544,Modern,?????,12,194
25009980,Vintage,?????????????,25,198
59001594,Modern Italian,None,16,538
25010244,Vintage,????????????????,25,17
59000883,Modern Italian,None,16,538
19046619,Modern,??????????????????,12,68
19036373,Contemporary,???? 3 ???????,5,203
25010204,Modern,???????,12,141
25010209,Modern,???????,12,141
19051477,Modern Chic,???? ????,13,122
25011648,Modern,?????????/?????,12,255
25009547,Modern,?????????????,12,198
25009573,Modern,?????,12,194
25010589,Modern,???????,12,117
19049863,Vintage,???????????/???????,25,34
19047275,Vintage,??????????????,25,97
19024511,Modern,?????????,12,235
25009603,Vintage,??????????????,25,97
25009897,Vintage,??????????????,25,97
25010136,Vintage,???????,25,117
25010447,Modern,???????,12,117
19051032,Modern,?????????????,12,187
19051460,Vintage,?????????????,25,187
19051461,Vintage,?????????????,25,187
25010869,Vintage,???????????,25,129
19051779,Vintage,???? 2 ???????,25,202
19051781,Modern,?????????????,12,197
19051782,Modern,?????????????,12,197
19023813,Contemporary,???????,5,74
25009114,Vintage,???????????,25,129
25017251,Modern,???????,12,117
19041970,Contemporary,???????????/????????????,5,60
19048023,Modern,????????????,12,61
19051770,Vintage,??????????????,25,97
19047602,Modern,?????????,12,112
25011576,Vintage,????????????? ?,25,28
19051192,Vintage,????????????? ?,25,28
19008793,Contemporary,???????????????,5,66
59001229,Contemporary,None,5,538
59008208,Modern Italian,None,16,538
19047197,Modern,????????????????????,12,175
19043376,Modern Italian,?????,16,189
19000898,Contemporary,???????,5,74
19004871,Modern,?????????,12,200
19047985,Modern,???????????????,12,67
25009598,Vintage,?????????,25,186
25009600,Vintage,?????????,25,186
19058627,Modern Classic,?????????????????,14,179
25010701,Modern,???????,12,5
25010696,Modern,???????,12,5
19047198,Modern,???????????????????????,12,144
59001263,Modern Italian,None,16,538
59014917,None,??????? Kourmet,306,41
59014937,Scandinavian,??????? Kourmet,23,41
19108468,Modern,????????????????????,12,175
25011030,Modern,???????????,12,192
25011031,Modern,???????????,12,192
19027338,Modern,???? 2 ???????,12,202
19042302,Contemporary,???? 3 ???????,5,203
25009797,Vintage,?????????????,25,198
19042518,Modern,????????????,12,143
25009153,Modern,???????,12,117
25009156,Modern,???????,12,117
19026638,Contemporary,????????????,5,61
19028134,Modern,?????????????,12,197
19047209,Vintage,???????,25,117
19047375,Vintage,???????????,25,58
25010053,Vintage,?????????,25,186
25010265,Vintage,????????????? ?,25,28
19047260,Vintage,?????????????????,25,181
19108478,Modern,???? 3 ???????,12,203
25009864,Vintage,?????,25,194
25009504,Modern,?????????????????,12,181
59011732,Modern,None,12,538
19049738,Vintage,????????????,25,9
19051424,Vintage,?????????????,25,187
19051425,Vintage,?????????????,25,187
25011633,Vintage,????????????? ?,25,28
25055709,Modern,???????,12,117
25055711,Modern,???????,12,117
19040940,Modern,???????????????????????,12,245
25010685,Modern,???????,12,5
25010349,Vintage,????????????? ?,25,28
25010350,Vintage,????????????? ?,25,28
19018999,Modern,?????????????,12,197
19019000,Modern,?????????????,12,197
19022800,None,???????,306,141
19025621,Modern,?????,12,189
19051468,Modern,???? ????,12,122
25009146,Modern,???????,12,117
25009979,Vintage,????????????,25,78
25009983,Vintage,????????????,25,78
25009390,Vintage,???????,25,5
25009394,Vintage,???????,25,119
25055738,Modern,???????,12,117
19039966,Modern,???????????????????????,12,243
25009750,Vintage,?????????????,25,198
59001242,Contemporary,None,5,538
19052066,Modern,????????????????,12,172
19042696,Modern,????????????????????,12,231
19042725,Modern,???????,12,213
19042755,Modern,?????????,12,112
19051995,Modern,???????,12,74
19015801,Modern,???????????/????????????,12,60
19042908,Modern,???? 1 ???????,12,201
19029466,Modern,????????,12,35
19023586,Modern,?????????,12,112
59001409,Modern Italian,None,16,538
19043392,Modern Italian,????????????????????,16,70
59000803,None,?????????????????????????,306,242
59008125,Modern,??????????,12,51
19008794,Contemporary,??????,5,64
19009208,Contemporary,??????,5,64
19047596,Modern,?????????,12,112
19047597,Modern,?????????,12,112
25011671,Modern,????????????,12,78
25010938,Vintage,????????????? ?,25,28
25055656,Modern,???????,12,117
25011662,Modern,????????????,12,78
19024508,Modern,???????,12,72
59000412,Modern,???????+???????,12,75
59001672,Contemporary,??????? Domino,5,40
59001371,Contemporary,?????????????????????,5,246
19047600,Modern,?????????,12,112
19047601,Modern,?????????,12,112
25055675,Modern,???????,12,117
25010347,Vintage,?????,25,194
25010708,Modern,???????,12,5
25010709,Modern,???????,12,5
25009388,Vintage,???????,25,117
59000440,Contemporary,None,5,538
25011604,Vintage,?????????,25,186
25011606,Vintage,????????????? ?,25,28
19027684,Contemporary,??????????????????,5,68
25009166,Modern,???????,12,117
25009100,Vintage,???????,25,141
25010683,Modern,???????,12,5
19044408,Modern,??????,12,64
19044410,Modern,??????,12,64
19063494,Contemporary,?????,5,189
25010630,Modern,???????,12,117
25010268,Modern,????,12,121
25010269,Vintage,????????????? ?,25,28
19015495,Modern,?????,12,189
19015718,Modern,???????????????????????,12,144
59001728,Modern Classic,None,14,538
19129720,None,??????????,306,62
19129721,None,??????????,306,62
19056044,Vintage,???????????????,25,67
19094781,Contemporary,?????????????????????,5,254
25010689,Modern,???????,12,5
25010794,Luxury Glamorous,???????????????????????,10,182
59000120,Modern Italian,None,16,538
19051558,Modern,????????,12,35
19047594,Modern,?????????,12,112
19024611,Modern,??????????????????????,12,216
19056050,Vintage,?????????,25,235
19046597,Contemporary,???????????????,5,233
25009169,Modern,???????,12,117
25009170,Modern,???????,12,117
19047269,Vintage,????????????? ?,25,28
59001219,Modern Italian,None,16,538
19017676,Modern,???? 1 ???????,12,201
25010704,Modern,???????,12,5
25010404,Modern,???????,12,117
25010409,Modern,???????,12,117
25010411,Modern,???????,12,117
25009910,Vintage,???????,25,5
25010258,Vintage,??????????????,25,97
25010263,Vintage,????????????,25,78
19051763,Modern Classic,????????????,14,9
19023492,Modern,????,12,121
25009940,Vintage,????????????? ?,25,28
19042855,Contemporary,?????,5,189
25009144,Modern,???????,12,117
25011493,Vintage,?????????,25,142
25009433,Modern,?????????????,12,198
25010222,Modern,???????,12,141
19060904,Modern,???????????????????/?????Corner,12,211
25055547,Vintage,???????????,25,129
19051053,Modern,?????????????,12,187
19051056,Modern,?????????????,12,187
19051057,Modern,?????????????,12,187
19015403,Modern,???? 4 ???????,12,204
25009203,Modern,???????,12,117
25009911,Vintage,???????,25,5
59008127,Modern,??????????,12,51
25009647,Vintage,????????????? ?,25,28
25011530,Vintage,??????????,25,56
19059060,Modern,?????????,12,200
19059069,Modern,?????????????? 3 ???????,12,159
19059072,Modern,?????????????? 1 ???????,12,157
19056283,Modern,?????????????,12,198
19047532,Modern,?????????????,12,197
19047387,Vintage,?????????/?????,25,255
19047390,Vintage,????????????,25,9
19050297,Vintage,????,25,121
19054493,Modern,?????,12,194
25011584,Vintage,????????????? ?,25,28
25011586,Vintage,????????????? ?,25,28
25010213,Modern,???????,12,141
25010215,Vintage,???????,25,141
19039933,Modern,??????????????????????,12,226
25055523,Modern,?????????,12,200
25055564,Vintage,???????????,25,129
19052193,Scandinavian,???????????????,23,223
19052194,Contemporary,???????????????,5,223
25017266,Modern,???????,12,117
19047254,Vintage,????????????????,25,17
25012147,Vintage,???????,25,5
19051994,Modern,???????,12,74
25011541,Vintage,??????????,25,56
25010450,Modern,???????,12,117
25009779,Vintage,????????????,25,78
25009783,Vintage,????????????,25,78
25011667,Modern,????????????,12,78
19041269,Modern,???????????????,12,171
19041282,Modern,???? 3 ???????,12,203
25010024,Modern,?????????????,12,187
25009204,Vintage,???????,25,117
25009644,Vintage,?????????,25,186
25009645,Vintage,?????????,25,186
19042624,Modern,?????????,12,112
19051556,Modern,????????,12,36
25011542,Vintage,??????????,25,56
25011544,Vintage,??????????,25,56
25011547,Vintage,??????????,25,56
19049597,Vintage,??????,25,32
19055554,None,????????????????????,306,228
19036598,Modern,?????????,12,235
19047466,Modern Italian,????????????????????,16,70
25011044,Modern,???????????,12,192
25011045,Modern,???????????,12,192
19060037,Modern Italian,????????????,16,61
19060066,Colour Passion,None,4,538
19060068,Colour Passion,None,4,538
59001792,Contemporary,??????? Domino,5,40
25009147,Modern,???????,12,117
25009148,Modern,???????,12,117
19049777,Vintage,???????????/???????,25,34
19049780,Vintage,????????????? ?,25,28
25009410,Modern,?????????????,12,198
25010611,Modern,???????,12,117
